"Order_ID
(internal use)",vorder,var_code,Dataset name,Sweep / Year / Age,Area,Topic,"Collection 
Instrument","Questionnaire 
- general section","Questionnaire
- subsection/ scale",CAPI code,Respondent,About whom,Derived variable,Variable label,Value labels,Variable name,"Requested
(y = yes)","Research Purpose
(e = exposure,
c = confounder,
o = outcome)","Newly Requested (Amendment)
(y = yes)"
14987,234,611.298,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,FRBY,Cohort Member,Cohort Member,Yes,How many of your close friends are boys?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCFRBY00,,,
14988,235,611.299,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,FRGL,Cohort Member,Cohort Member,Yes,How many of your close friends are girls?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCFRGL00,,,
14989,236,611.3,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,FRTH,Cohort Member,Cohort Member,Yes,How many of your close friends are from the same ethnic group as you?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCFRTH00,,,
14990,237,611.301,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,PEWH,Cohort Member,Cohort Member,Yes,How many of your close friends work hard at school? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCPEWH00,,,
14991,238,611.302,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,PETR,Cohort Member,Cohort Member,Yes,How many of your close friends get into a lot of trouble at school? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of them     (2.0) Most of them    (3.0) Some of them    (4.0) None of them    ,FCPETR00,,,
14992,239,611.303,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,STFR,Cohort Member,Cohort Member,Yes,"When not at school, how often do you spend time with your close friends?",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once month     (4.0) Less often than once a month    (5.0) Never   ,FCSTFR0A,,,
14993,240,611.31,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Keep it to myself)  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0A,,,
14994,241,611.311,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Tell my parent(s))  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0B,,,
14995,242,611.312,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Tell a brother or sister)   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0C,,,
14996,243,611.313,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about smthng? (Tell a (boy/girl) friend)  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0D,,,
14997,244,611.314,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Tell another relative)  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0E,,,
14998,245,611.315,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Tell a teacher) ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0F,,,
14999,246,611.316,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,WRRY,Cohort Member,Cohort Member,Yes,What do you do if you are worried about something? (Tell another adult) ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWRRY0G,,,
15000,247,611.318,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,SAFF,Cohort Member,Cohort Member,Yes,"SocSupGrid: I have family and friends who help me feel safe, secure and happy.  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very true       (2.0) Partly true     (3.0) Not true at all ,FCSAFF00,,,
15001,248,611.319,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,TRSS,Cohort Member,Cohort Member,Yes,SocSupGrid: There is someone I trust whom I would turn to if I had problems ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very true       (2.0) Partly true     (3.0) Not true at all ,FCTRSS00,,,
15002,249,611.32,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Social support,,,,NCLS,Cohort Member,Cohort Member,Yes,SocSupGrid: There is no one I feel close to.,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very true       (2.0) Partly true     (3.0) Not true at all ,FCNCLS00,,,
15003,250,611.321,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,BGFR,Cohort Member,Cohort Member,Yes,Does CM have a boyfriend/girlfriend ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCBGFR00,,,
15004,251,611.322,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,ROMG,Cohort Member,Cohort Member,Yes,Has CM ever been attracted to a female  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCROMG00,,,
15005,252,611.323,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,ROMB,Cohort Member,Cohort Member,Yes,Has CM ever been attracted to a male,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCROMB00,,,
15006,253,611.324,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,HHND,Cohort Member,Cohort Member,Yes,(last 12 months) has CM held hands with another young person?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCHHND00,,,
15007,254,611.325,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,KISS,Cohort Member,Cohort Member,Yes,(last 12 months) has CM kissed another young person?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCKISS00,,,
15008,255,611.326,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,CDDL,Cohort Member,Cohort Member,Yes,(last 12 months) has CM cuddled with another young person?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCDDL00,,,
15009,256,611.327,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,TUCH,Cohort Member,Cohort Member,Yes,(last 12 months) has another YP put his/her hands under CM's clothing?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCTUCH00,,,
15010,257,611.328,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,TCHO,Cohort Member,Cohort Member,Yes,(last 12 months) has CM put hands under another YP's clothing?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCTCHO00,,,
15011,258,611.329,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,TCHP,Cohort Member,Cohort Member,Yes,(last 12 months) has CM touched another YP's private parts? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCTCHP00,,,
15012,259,611.33,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,TCOP,Cohort Member,Cohort Member,Yes,(last 12 months) has another YP touched CM's private parts? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCTCOP00,,,
15013,260,611.331,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,ORAL,Cohort Member,Cohort Member,Yes,(last 12 months) has CM performed oral sex on another young person? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCORAL00,,,
15014,261,611.332,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,ORLO,Cohort Member,Cohort Member,Yes,(last 12 months) has another YP performed oral sex on CM?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCORLO00,,,
15015,262,611.333,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,SEXX,Cohort Member,Cohort Member,Yes,(last 12 months) has CM had sexual intercourse with another YP? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCSEXX00,,,
15016,263,611.334,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Sexual behaviour,,,,CONP,Cohort Member,Cohort Member,Yes,Whether used contraceptives the last time CM had sex?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Used a condom   (2.0) Used another form of contraceptive      (3.0) Did not use any contraception   ,FCCONP0A,,,
15017,264,611.338,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,VictimRisky_intro,Cohort Member,Cohort Member,Yes,VictimRisky entry flag  ,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROG,,,
15018,265,611.342,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,SMOK,Cohort Member,Cohort Member,Yes,How often CM smokes cigarettes  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) I have never smoked cigarettes  (2.0) I have only ever tried smoking cigarett (3.0) I used to smoke sometimes but I never s (4.0) I sometimes smoke cigarettes now but I  (5.0) I usually smoke between one and six cig (6.0) I usually smoke more than six cigarette ,FCSMOK00,,,
15019,266,611.343,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,AGSM,Cohort Member,Cohort Member,Yes,Age CM first started smoking,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCAGSM00,,,
15020,267,611.344,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ECIG,Cohort Member,Cohort Member,Yes,How often CM smokes e-cigarettes,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) I've never used or tried electronic cig (2.0) I have used e-cigarettes but don't at a (3.0) I now smoke e-cigarettes occasionally b (4.0) I smoke e-cigarettes every day  ,FCECIG00,,,
15021,268,611.345,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,SMFR,Cohort Member,Cohort Member,Yes,How often CM's friends smoke cigarettes ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None of them    (2.0) Some of them    (3.0) Most of them    (4.0) All of them     ,FCSMFR00,,,
15022,269,611.346,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALCD,Cohort Member,Cohort Member,Yes,Has CM ever had an alcoholic drink  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCALCD00,,,
15023,270,611.347,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALAG,Cohort Member,Cohort Member,Yes,Age CM first started drinking alcohol   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCALAG00,,,
15024,271,611.348,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALCN,Cohort Member,Cohort Member,Yes,In the last 12 months how many times CM has had an alcoholic drink  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Never   (2.0) 1-2 times       (3.0) 3-5 times       (4.0) 6-9 times       (5.0) 10-19 times     (6.0) 20-39 times     (7.0) 40 or more times        ,FCALCN00,,,
15025,272,611.349,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALNF,Cohort Member,Cohort Member,Yes,In the last 4 weeks how many times CM has had an alcoholic drink,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Never   (2.0) 1-2 times       (3.0) 3-5 times       (4.0) 6-9 times       (5.0) 10-19 times     (6.0) 20-39 times     (7.0) 40 or more times        ,FCALNF00,,,
15026,273,611.35,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALFV,Cohort Member,Cohort Member,Yes,Has CM ever had 5 or more alcoholic drinks at a time,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCALFV00,,,
15027,274,611.351,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,AGFV,Cohort Member,Cohort Member,Yes,Age CM first had 5 or more alcoholic drinks at a time   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCAGFV00,,,
15028,275,611.352,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ALFN,Cohort Member,Cohort Member,Yes,(last 12 months) how many times CM has had >5 alcoholic drinks at 1 time,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Never   (2.0) 1-2 times       (3.0) 3-5 times       (4.0) 6-9 times       (5.0) 10 or more times        ,FCALFN00,,,
15029,276,611.353,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,DRFN,Cohort Member,Cohort Member,Yes,How many of CM's friends drink alcohol  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None of them    (2.0) Some of them    (3.0) Most of them    (4.0) All of them     ,FCDRFN00,,,
15030,277,611.355,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,CANB,Cohort Member,Cohort Member,Yes,"DruGrid: Cannabis (also known as weed, marijuana, dope, hash or skunk)? ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCANB00,,,
15031,278,611.356,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,OTDR,Cohort Member,Cohort Member,Yes,"DruGrid: Any other illegal drug (such as ecstasy, cocaine, speed)?  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCOTDR00,,,
15032,279,611.357,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,CANO,Cohort Member,Cohort Member,Yes,How many times has CM smoked cannabis or weed   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Once or twice   (2.0) Three or four times     (3.0) Five to ten times       (4.0) More than ten times     ,FCCANO00,,,
15033,280,611.358,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,DRFR,Cohort Member,Cohort Member,Yes,Do CM's friends take any illegal drugs  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None of them    (2.0) Some of them    (3.0) Most of them    (4.0) All of them     ,FCDRFR00,,,
15034,281,611.36,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,GAMA,Cohort Member,Cohort Member,Yes,GamblinGrid: Fruit machines?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCGAMA00,,,
15035,282,611.361,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,GMBL,Cohort Member,Cohort Member,Yes,GamblinGrid: Placing a private bet for money (e.g. with friends)?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCGMBL00,,,
15036,283,611.362,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,GAEM,Cohort Member,Cohort Member,Yes,"GamblinGrid: Placing a bet @ betting shop, eg football or horseracing?  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCGAEM00,,,
15037,284,611.363,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,GAMJ,Cohort Member,Cohort Member,Yes,GamblinGrid: Any other gambling?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCGAMJ00,,,
15038,285,611.37,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,BULB,Cohort Member,Cohort Member,Yes,How often brothers or sisters hurt or pick on CM,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   (7.0) Don't have brothers or sisters  ,FCBULB00,,,
15039,286,611.371,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,BULP,Cohort Member,Cohort Member,Yes,How often CM hurts or picks on brothers or sisters  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   (7.0) Don't have brothers or sisters  ,FCBULP00,,,
15040,287,611.372,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,HURT,Cohort Member,Cohort Member,Yes,How often other children hurt or pick on CM ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   ,FCHURT00,,,
15041,288,611.373,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,PCKP,Cohort Member,Cohort Member,Yes,How often CM hurts or picks on other children   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   ,FCPCKP00,,,
15042,289,611.374,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,CYBU,Cohort Member,Cohort Member,Yes,How often other children bullied CM online  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   ,FCCYBU00,,,
15043,290,611.375,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,CYBO,Cohort Member,Cohort Member,Yes,How often CM bullied other children online  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) About once a week       (3.0) About once a month      (4.0) Every few months        (5.0) Less often      (6.0) Never   ,FCCYBO00,,,
15044,291,611.377,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,VICG,Cohort Member,Cohort Member,Yes,"VictimisGrid: CM insulted, threatened, shouted at   ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCVICG00,,,
15045,292,611.378,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,VICA,Cohort Member,Cohort Member,Yes,VictimisGrid: been physically violent towards CM,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCVICA00,,,
15046,293,611.379,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,VICC,Cohort Member,Cohort Member,Yes,VictimisGrid: hit or used a weapon against CM   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCVICC00,,,
15047,294,611.38,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,VICE,Cohort Member,Cohort Member,Yes,VictimisGrid: stolen something from CM  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCVICE00,,,
15048,295,611.381,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,VICF,Cohort Member,Cohort Member,Yes,VictimisGrid: sexually assaulted CM ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCVICF0A,,,
15049,296,611.388,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,STNT,Cohort Member,Cohort Member,Yes,Past month: freq of CM staying out (9pm+) without Parent knowing,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Never   (2.0) 1-2 times       (3.0) 3-9 times       (4.0) 10 or more times        ,FCSTNT00,,,
15050,297,611.389,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,AWNT,Cohort Member,Cohort Member,Yes,Past 12months:freq of CM staying out without Parent knowing ,"(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) No never        (2.0) Yes, once or a few times        (3.0) Yes, lots of times      ",FCAWNT00,,,
15051,298,611.39,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,RUDE,Cohort Member,Cohort Member,Yes,Past 12 months: freq of CM been complained for rude/noisy in public?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCRUDE00,,,
15052,299,611.391,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,RUDN,Cohort Member,Cohort Member,Yes,Past 12 months: freq of CM been complained for rude/noisy in public?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCRUDN00,,,
15053,300,611.392,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,RUDNCK,Cohort Member,Cohort Member,Yes,IWR: check (RUDN)   ,(-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCRUDNCK,,,
15054,301,611.393,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,STOL,Cohort Member,Cohort Member,Yes,Past 12months: freq of CM taken something from a shop without paying,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCSTOL00,,,
15055,302,611.394,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,STON,Cohort Member,Cohort Member,Yes,Past 12months: freq of CM taken something from a shop without paying,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCSTON00,,,
15056,303,611.395,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,STON_CHK,Cohort Member,Cohort Member,Yes,IWR: check (STON)   ,(-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCSTONCK,,,
15057,304,611.396,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,SPRY,Cohort Member,Cohort Member,Yes,Past 12 months: has CM written/spray painted somewhere they shouldn't   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCSPRY00,,,
15058,305,611.397,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,SPRN,Cohort Member,Cohort Member,Yes,Past 12 months: freq of CM wrote/spray painted somewhere they shouldn't ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCSPRN00,,,
15059,306,611.398,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,SPRNCK,Cohort Member,Cohort Member,Yes,IWR: check (SPRN)   ,(-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCSPRNCK,,,
15060,307,611.399,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,DAMG,Cohort Member,Cohort Member,Yes,Past 12 months: has CM damaged something that didn't belong to them ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCDAMG00,,,
15061,308,611.4,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,DAMN,Cohort Member,Cohort Member,Yes,Past 12 months: freq of CM damaged something that didn't belong to them ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  ,FCDAMN00,,,
15062,309,611.401,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,DAMNCK,Cohort Member,Cohort Member,Yes,IWR: check (DAMN)   ,(-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCDAMNCK,,,
15063,310,611.402,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,KNIF,Cohort Member,Cohort Member,Yes,Has CM ever carried a knife or other weapon ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCKNIF00,,,
15064,311,611.403,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,ROBH,Cohort Member,Cohort Member,Yes,Has CM ever entered someones home to steal or damage something,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCROBH00,,,
15065,312,611.405,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Risk taking,,,,HITT,Cohort Member,Cohort Member,Yes,ASBOgrid: CM Pushed or shoved/hit/slapped/punched someone?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCHITT00,,,
